,tau-brain,gini-brain,RNA tissue specificity,RNA tissue distribution
ENSG00000148053,0.9078512092920684,0.676580040709466,Tissue enhanced,Detected in many
ENSG00000140538,0.8295160404737624,0.5122939444199981,Tissue enhanced,Detected in many
ENSG00000101188,0.9481055260015203,0.7297553720703625,Tissue enhanced,Detected in some
ENSG00000074590,0.8276327329150645,0.5307823560607805,Tissue enhanced,Detected in many
ENSG00000196368,0.8895405218194412,0.6118052538252876,Tissue enhanced,Detected in many
ENSG00000188039,0.9090104965208159,0.6401746647535036,Tissue enhanced,Detected in many
ENSG00000174145,0.9583606557377048,0.7551940951339533,Tissue enhanced,Detected in some
ENSG00000182379,0.8895933339371432,0.6564285714285709,Tissue enhanced,Detected in many
ENSG00000166924,0.8946921231507399,0.609266741736769,Tissue enhanced,Detected in many
ENSG00000253117,0.9536461277557943,0.8844812554489976,Tissue enhanced,Detected in some
ENSG00000122543,0.8970526315789475,0.631815739994628,Tissue enhanced,Detected in some
ENSG00000119900,0.7651529426543557,0.4593830645161292,Tissue enhanced,Detected in all
ENSG00000105088,0.8538750612711726,0.5784074202196661,Tissue enhanced,Detected in many
ENSG00000177468,0.9574656623836953,0.868663594470046,Tissue enhanced,Detected in some
ENSG00000173391,0.910879842819427,0.6961481787380219,Tissue enhanced,Detected in many
ENSG00000119547,0.9672131147540988,0.8387185346583763,Tissue enhanced,Detected in some
ENSG00000116329,0.8861880535142267,0.5822090471966759,Tissue enhanced,Detected in some
ENSG00000082556,0.9204007285974498,0.6989349329742303,Tissue enhanced,Detected in some
ENSG00000125510,0.8427166276346604,0.49652016564011525,Tissue enhanced,Detected in many
ENSG00000168828,0.8890909090909088,0.6906318082788672,Tissue enhanced,Detected in some
ENSG00000171133,0.9325,0.8249299719887959,Tissue enhanced,Detected in some
ENSG00000196071,0.9123287671232876,0.7540787307289329,Tissue enhanced,Detected in some
ENSG00000203663,0.8448780487804879,0.6252662624938556,Tissue enhanced,Detected in some
ENSG00000196944,0.9216666666666666,0.8780325689597872,Tissue enhanced,Detected in some
ENSG00000167360,0.9690000000000001,0.8988850442137644,Tissue enhanced,Detected in some
ENSG00000174957,0.9846153846153846,0.9514066496163682,Tissue enhanced,Detected in single
ENSG00000188269,0.9224238875878222,0.6936656282450677,Tissue enhanced,Detected in many
ENSG00000127530,0.921841851494696,0.6677879949334609,Tissue enhanced,Detected in many
ENSG00000188729,0.844262295081967,0.6400921658986174,Tissue enhanced,Detected in many
ENSG00000125879,0.9307692307692307,0.8749154834347532,Tissue enhanced,Detected in some
ENSG00000169918,0.799501767920283,0.5591138892540843,Tissue enhanced,Detected in many
ENSG00000089041,0.8002149959688257,0.5590221523555927,Tissue enhanced,Detected in many
ENSG00000169860,0.8433891048391637,0.4838447075135768,Tissue enhanced,Detected in many
ENSG00000169313,0.8928724162508915,0.6290136440630647,Tissue enhanced,Detected in many
ENSG00000186288,0.9008333333333333,0.7635403811874402,Tissue enhanced,Detected in some
ENSG00000205022,0.9316981132075474,0.7817998994469584,Tissue enhanced,Detected in some
ENSG00000179364,0.81019038351174,0.442974580770072,Tissue enhanced,Detected in all
ENSG00000117115,0.9108476862419592,0.6968661555902618,Tissue enhanced,Detected in many
ENSG00000124374,0.7776095848497535,0.5774907106868439,Tissue enhanced,Detected in all
ENSG00000149269,0.787413325986132,0.4150351109285395,Tissue enhanced,Detected in all
ENSG00000099864,0.8053967793413609,0.5110277156747933,Tissue enhanced,Detected in all
ENSG00000243444,0.8177581759174503,0.5094733570279875,Tissue enhanced,Detected in many
ENSG00000073150,0.8662420382165605,0.5795123154919466,Tissue enhanced,Detected in many
ENSG00000154143,0.9215965787598008,0.5870725200097016,Tissue enhanced,Detected in some
ENSG00000162073,0.8489332208293151,0.5877068736322104,Tissue enhanced,Detected in many
ENSG00000170915,0.8291007296503367,0.550390475180141,Tissue enhanced,Detected in many
ENSG00000188582,0.9242591424968467,0.7664256739976272,Tissue enhanced,Detected in some
ENSG00000102981,0.8352194606028558,0.44645311940944943,Tissue enhanced,Detected in all
ENSG00000115687,0.8246377797428744,0.43201661536348945,Tissue enhanced,Detected in all
ENSG00000132849,0.8691487260517476,0.4742865796932132,Tissue enhanced,Detected in all
ENSG00000135903,0.9677512833250538,0.8534385724090596,Tissue enhanced,Detected in some
ENSG00000007372,0.9494587860896508,0.7296306012693354,Tissue enhanced,Detected in many
ENSG00000254440,0.8824000000000004,0.6680346557227541,Tissue enhanced,Detected in some
ENSG00000183570,0.8752507435844227,0.5200377832757626,Tissue enhanced,Detected in many
ENSG00000138650,0.8837090163934429,0.6597791339726824,Tissue enhanced,Detected in many
ENSG00000099715,0.95538588217681,0.7239857510389867,Tissue enhanced,Detected in some
ENSG00000118946,0.9026420013034542,0.5996886506774337,Tissue enhanced,Detected in many
ENSG00000280165,0.8642311886586697,0.6870592630644934,Tissue enhanced,Detected in many
ENSG00000204970,0.9067605633802819,0.7253926446200367,Tissue enhanced,Detected in some
ENSG00000250120,0.8651376887668575,0.5433150198921861,Tissue enhanced,Detected in many
ENSG00000249158,0.9348387096774193,0.806694394929689,Tissue enhanced,Detected in some
ENSG00000251664,0.9269032113182127,0.6850892459626827,Tissue enhanced,Detected in many
ENSG00000239389,0.9235420585864019,0.6300126044535737,Tissue enhanced,Detected in many
ENSG00000204969,0.830675948798563,0.576764051956157,Tissue enhanced,Detected in many
ENSG00000255408,0.7983447397739935,0.506781257358135,Tissue enhanced,Detected in many
ENSG00000204967,0.8515106354152552,0.4451056272695946,Tissue enhanced,Detected in many
ENSG00000081842,0.8359192037470726,0.5818617063024878,Tissue enhanced,Detected in many
ENSG00000204962,0.8931782125859338,0.6206562370206281,Tissue enhanced,Detected in some
ENSG00000177839,0.8586173001310616,0.5119846942459028,Tissue enhanced,Detected in many
ENSG00000204956,0.837466722712624,0.42818349458155436,Tissue enhanced,Detected in many
ENSG00000253873,0.755087620124364,0.43398349587396856,Tissue enhanced,Detected in many
ENSG00000253159,0.7708387544453118,0.46322968060983816,Tissue enhanced,Detected in many
ENSG00000253485,0.8267959831774097,0.4072124300880562,Tissue enhanced,Detected in many
ENSG00000253731,0.8190866510538639,0.38633784134884896,Tissue enhanced,Detected in many
ENSG00000253537,0.8052591044119268,0.4174133032997698,Tissue enhanced,Detected in many
ENSG00000253305,0.8194872426969061,0.3859508304306123,Tissue enhanced,Detected in many
ENSG00000240184,0.8518812011952517,0.48096563779680546,Tissue enhanced,Detected in many
ENSG00000186472,0.9178372388619108,0.6199543437446664,Tissue enhanced,Detected in many
ENSG00000135749,0.7751439964554718,0.3559791463017268,Tissue enhanced,Detected in all
ENSG00000183036,0.9343563214373101,0.7635650177989746,Tissue enhanced,Detected in many
ENSG00000248485,0.9276702908201564,0.6605859980278916,Tissue enhanced,Detected in many
ENSG00000175426,0.9248857833915615,0.7147063931915436,Tissue enhanced,Detected in many
ENSG00000102109,0.8998164242525387,0.6923335144985454,Tissue enhanced,Detected in many
ENSG00000140479,0.8913718723037102,0.6584184866092297,Tissue enhanced,Detected in many
ENSG00000102230,0.8567803004321283,0.5810125178479839,Tissue enhanced,Detected in many
ENSG00000112541,0.9276550249465432,0.6061666018914367,Tissue enhanced,Detected in many
ENSG00000115252,0.8953551912568306,0.568348966987283,Tissue enhanced,Detected in many
ENSG00000186642,0.8740913420564494,0.5364686027945245,Tissue enhanced,Detected in all
ENSG00000065989,0.8375984671066639,0.5000537762447281,Tissue enhanced,Detected in many
ENSG00000133256,0.8823093815433326,0.5405821318212818,Tissue enhanced,Detected in many
ENSG00000164951,0.8519318960518685,0.42138647642679916,Tissue enhanced,Detected in all
ENSG00000241360,0.8501805054151622,0.5773745599476245,Tissue enhanced,Detected in many
ENSG00000133401,0.850068306010929,0.5632465611269348,Tissue enhanced,Detected in many
ENSG00000186862,0.8504503337005117,0.5573868574523562,Tissue enhanced,Detected in many
ENSG00000162734,0.8440732032162058,0.5134865180989907,Tissue enhanced,Detected in all
ENSG00000198300,0.9417909527918155,0.7152203168512077,Tissue enhanced,Detected in many
ENSG00000070087,0.7917283476798803,0.48741743924551884,Tissue enhanced,Detected in all
ENSG00000177614,0.8341833636915602,0.5964839677096885,Tissue enhanced,Detected in many
ENSG00000112137,0.9381826347916625,0.644912892279452,Tissue enhanced,Detected in many
ENSG00000019144,0.8408140192198984,0.4993907040829748,Tissue enhanced,Detected in many
ENSG00000081913,0.8076502732240437,0.5326855683161629,Tissue enhanced,Detected in many
ENSG00000165462,0.9641476742636276,0.8571017116524027,Tissue enhanced,Detected in some
ENSG00000109132,0.977855631940772,0.9202954683782438,Tissue enhanced,Detected in some
ENSG00000168490,0.9131184215351893,0.7098950696480941,Tissue enhanced,Detected in many
ENSG00000165443,0.8936175174311498,0.6476886315595995,Tissue enhanced,Detected in many
ENSG00000241973,0.7631830601092897,0.30009920203277174,Tissue enhanced,Detected in all
ENSG00000154864,0.8502912621359225,0.6271368959483106,Tissue enhanced,Detected in many
ENSG00000173947,0.945400352255792,0.6500169293277518,Tissue enhanced,Detected in many
ENSG00000080572,0.9403966808338393,0.8348653408358748,Tissue enhanced,Detected in some
ENSG00000150867,0.7870990734141127,0.5065403551696133,Tissue enhanced,Detected in all
ENSG00000233670,0.8796932839767316,0.7252604979097774,Tissue enhanced,Detected in some
ENSG00000091622,0.904857456555484,0.637430742614371,Tissue enhanced,Detected in many
ENSG00000008710,0.9324503311258278,0.583449516972699,Tissue enhanced,Detected in many
ENSG00000107593,0.9274590163934429,0.7027649769585256,Tissue enhanced,Detected in some
ENSG00000135549,0.9574864163631919,0.7575802947379153,Tissue enhanced,Detected in many
ENSG00000144283,0.8750458634809283,0.5475815662460937,Tissue enhanced,Detected in all
ENSG00000105499,0.8332969034608378,0.480989178850622,Tissue enhanced,Detected in many
ENSG00000101333,0.8572784694585417,0.5568476217264506,Tissue enhanced,Detected in many
ENSG00000114805,0.8032786885245901,0.5697458931431982,Tissue enhanced,Detected in many
ENSG00000149527,0.8869927438860521,0.6630880201878093,Tissue enhanced,Detected in many
ENSG00000115896,0.7542392785006342,0.5432573651386328,Tissue enhanced,Detected in all
ENSG00000154822,0.8215163934426233,0.3756487229062786,Tissue enhanced,Detected in many
ENSG00000182378,0.8319962795023835,0.44065682246538906,Tissue enhanced,Detected in all
ENSG00000182836,0.8906208008599841,0.6214042826946053,Tissue enhanced,Detected in many
ENSG00000143850,0.8440577180109652,0.5245739260076179,Tissue enhanced,Detected in many
ENSG00000175985,0.9349385245901638,0.6777642523838507,Tissue enhanced,Detected in many
ENSG00000171680,0.9156284153005466,0.5611398782450494,Tissue enhanced,Detected in many
ENSG00000054690,0.8707067992475138,0.6603739341033374,Tissue enhanced,Detected in many
ENSG00000102934,0.8470774203861255,0.5756793887446998,Tissue enhanced,Detected in all
ENSG00000203805,0.8397154345808846,0.6581842414385108,Tissue enhanced,Detected in many
ENSG00000231213,0.9604800936768143,0.7160108089849686,Tissue enhanced,Detected in some
ENSG00000164050,0.7518429999663379,0.47989976562724457,Tissue enhanced,Detected in many
ENSG00000198753,0.8106433452536913,0.6224096679823026,Tissue enhanced,Detected in many
ENSG00000130822,0.870300191611667,0.6765778809902128,Tissue enhanced,Detected in many
ENSG00000235961,0.8909202453987733,0.7019309624990682,Tissue enhanced,Detected in many
ENSG00000182013,0.8847890352055899,0.588059180406701,Tissue enhanced,Detected in many
ENSG00000168081,0.9227215168212464,0.7342923144012168,Tissue enhanced,Detected in some
ENSG00000100341,0.9254838709677421,0.738405942581811,Tissue enhanced,Detected in some
ENSG00000114631,0.8074536540523977,0.5513527098548239,Tissue enhanced,Detected in many
ENSG00000070501,0.8518353528153957,0.33615977085771176,Tissue enhanced,Detected in all
ENSG00000228049,0.7943276677059237,0.26900712949976646,Tissue enhanced,Detected in all
ENSG00000113356,0.7572634312611588,0.3442964953577885,Tissue enhanced,Detected in all
ENSG00000143190,0.7878760583678618,0.23510114816839778,Tissue enhanced,Detected in all
ENSG00000091010,0.8413348946135831,0.4779911533067214,Tissue enhanced,Detected in some
ENSG00000106536,0.8994038748137106,0.6639613725087321,Tissue enhanced,Detected in some
ENSG00000086717,0.9486284694043173,0.7801622561328954,Tissue enhanced,Detected in some
ENSG00000236334,0.8895652173913043,0.6396514161220044,Tissue enhanced,Detected in some
ENSG00000168781,0.8585211267605632,0.36150945332341355,Tissue enhanced,Detected in many
ENSG00000111110,0.8224117361141797,0.49628922036887335,Tissue enhanced,Detected in many
ENSG00000101445,0.8036109880372175,0.526011318029924,Tissue enhanced,Detected in many
ENSG00000131771,0.924000037707746,0.6864589195967497,Tissue enhanced,Detected in many
ENSG00000178125,0.9327219607206628,0.7269641125121238,Tissue enhanced,Detected in some
ENSG00000074211,0.9001756440281028,0.6593518206827704,Tissue enhanced,Detected in many
ENSG00000068971,0.778767491076787,0.3716280824825373,Tissue enhanced,Detected in all
ENSG00000138814,0.8241015571487286,0.4086149179185088,Tissue enhanced,Detected in all
ENSG00000221823,0.7736153620393277,0.39129023901774573,Tissue enhanced,Detected in all
ENSG00000119698,0.8516124066805199,0.5799144204547169,Tissue enhanced,Detected in many
ENSG00000275342,0.8888040413533834,0.5164937833888312,Tissue enhanced,Detected in many
ENSG00000133246,0.926959909105665,0.6134761263559341,Tissue enhanced,Detected in many
ENSG00000130711,0.9335135135135134,0.7531862745098041,Tissue enhanced,Detected in single
ENSG00000152784,0.8199132111861139,0.5447417375816352,Tissue enhanced,Detected in many
ENSG00000138078,0.7484735697557713,0.4050057527259361,Tissue enhanced,Detected in all
ENSG00000124126,0.711937196952205,0.4620809949946916,Tissue enhanced,Detected in many
ENSG00000142875,0.7944588246572717,0.4369358322301955,Tissue enhanced,Detected in all
ENSG00000166501,0.831308036226069,0.5394958990599303,Tissue enhanced,Detected in many
ENSG00000171132,0.8082191780821917,0.39628005706928326,Tissue enhanced,Detected in all
ENSG00000067606,0.9006345848757269,0.5520048924976788,Tissue enhanced,Detected in many
ENSG00000071677,0.9728395061728395,0.9122266707730209,Tissue enhanced,Detected in some
ENSG00000119973,0.8781606001667132,0.7356297617117853,Tissue enhanced,Detected in some
ENSG00000113494,0.8904084774929812,0.7172104852237497,Tissue enhanced,Detected in many
ENSG00000101292,0.9528813559322032,0.8395721925133688,Tissue enhanced,Detected in some
ENSG00000135406,0.9297163094673041,0.7189173030410083,Tissue enhanced,Detected in many
ENSG00000135362,0.7911638863516175,0.5292629187179398,Tissue enhanced,Detected in many
ENSG00000131188,0.8571757262007477,0.4950470818571695,Tissue enhanced,Detected in many
ENSG00000130962,0.8159703860391332,0.521783008888294,Tissue enhanced,Detected in many
ENSG00000130032,0.8143839238498155,0.5418214828576255,Tissue enhanced,Detected in many
ENSG00000167371,0.8979144213133662,0.581211453517704,Tissue enhanced,Detected in many
ENSG00000237412,0.9684274438372803,0.817544576017422,Tissue enhanced,Detected in some
ENSG00000099256,0.7266252119841723,0.4589128163820122,Tissue enhanced,Detected in many
ENSG00000059915,0.8886325709237263,0.6637192817220829,Tissue enhanced,Detected in many
ENSG00000156011,0.8403227856144366,0.5175143479121314,Tissue enhanced,Detected in all
ENSG00000134222,0.7788461538461539,0.5469208211143695,Tissue enhanced,Detected in many
ENSG00000165186,0.9048826512560446,0.5703843332594123,Tissue enhanced,Detected in many
ENSG00000244694,0.857101407224721,0.5291145190669251,Tissue enhanced,Detected in many
ENSG00000144407,0.8531958003315532,0.6909997815480959,Tissue enhanced,Detected in many
ENSG00000120899,0.7925676355224781,0.4571064132018179,Tissue enhanced,Detected in all
ENSG00000158079,0.7982033192914786,0.43552138907022653,Tissue enhanced,Detected in all
ENSG00000153707,0.8255737704918034,0.6259949007870527,Tissue enhanced,Detected in many
ENSG00000054356,0.9311146077283373,0.7271075707137469,Tissue enhanced,Detected in many
ENSG00000155093,0.87431693989071,0.6118511746695106,Tissue enhanced,Detected in many
ENSG00000151490,0.8575783721599081,0.6113201154326975,Tissue enhanced,Detected in many
ENSG00000139304,0.920508879781421,0.735486743457904,Tissue enhanced,Detected in many
ENSG00000172733,0.8214564514330321,0.567579537905071,Tissue enhanced,Detected in many
ENSG00000225180,0.9418604651162791,0.8690476190476191,Tissue enhanced,Detected in some
ENSG00000170234,0.792422310013376,0.2803181003584232,Tissue enhanced,Detected in all
ENSG00000168297,0.7764548927654585,0.45262385520558746,Tissue enhanced,Detected in all
ENSG00000169900,0.9464516129032259,0.8620571035431719,Tissue enhanced,Detected in some
ENSG00000151552,0.7985086421172113,0.6016091807323742,Tissue enhanced,Detected in all
ENSG00000112531,0.7835346419757122,0.48423210772160274,Tissue enhanced,Detected in all
ENSG00000186867,0.8935614160133049,0.7003494103700005,Tissue enhanced,Detected in some
ENSG00000048991,0.8393101092896175,0.3565755228585352,Tissue enhanced,Detected in all
ENSG00000101074,0.9461016949152543,0.8611261018168737,Tissue enhanced,Detected in some
ENSG00000131242,0.751720685771493,0.48684765754086246,Tissue enhanced,Detected in many
ENSG00000139998,0.836511929881513,0.5297621213334016,Tissue enhanced,Detected in many
ENSG00000167964,0.8742811072292394,0.6815919184032015,Tissue enhanced,Detected in many
ENSG00000041353,0.8601182477828542,0.587047772261208,Tissue enhanced,Detected in many
ENSG00000134594,0.8198745193280711,0.5706454935051994,Tissue enhanced,Detected in many
ENSG00000172794,0.908089739152324,0.6221626586193323,Tissue enhanced,Detected in many
ENSG00000179331,0.8332495222769787,0.49066447007138936,Tissue enhanced,Detected in many
ENSG00000155961,0.7916889058330159,0.4850914544041509,Tissue enhanced,Detected in many
ENSG00000169213,0.9147192186955005,0.6906296685663698,Tissue enhanced,Detected in many
ENSG00000141542,0.7766110145803431,0.4788909892879647,Tissue enhanced,Detected in all
ENSG00000147127,0.881095890410959,0.6201028734965386,Tissue enhanced,Detected in some
ENSG00000169750,0.801102567822429,0.4982900037677882,Tissue enhanced,Detected in many
ENSG00000157927,0.8956631394265038,0.5434209369781136,Tissue enhanced,Detected in many
ENSG00000164188,0.8316519546027739,0.6349350858323661,Tissue enhanced,Detected in many
ENSG00000076864,0.8877425513557173,0.673585027249963,Tissue enhanced,Detected in many
ENSG00000132359,0.806676602086438,0.4761044581782172,Tissue enhanced,Detected in many
ENSG00000125249,0.7481521245406122,0.38069581280788145,Tissue enhanced,Detected in all
ENSG00000091428,0.8975236421651367,0.6600604877926346,Tissue enhanced,Detected in many
ENSG00000100302,0.9449318864003692,0.6696180103184117,Tissue enhanced,Detected in many
ENSG00000198915,0.7822269999104183,0.5154996668065257,Tissue enhanced,Detected in many
ENSG00000113319,0.7920165267226444,0.5037460360041006,Tissue enhanced,Detected in all
ENSG00000152689,0.8120167027528611,0.5318064760230916,Tissue enhanced,Detected in many
ENSG00000101265,0.8672764635898701,0.5660904268653424,Tissue enhanced,Detected in many
ENSG00000167281,0.9399359461513411,0.762129696428367,Tissue enhanced,Detected in many
ENSG00000117602,0.7994240141781124,0.4374995882930304,Tissue enhanced,Detected in all
ENSG00000167771,0.871815129369939,0.519610435395734,Tissue enhanced,Detected in many
ENSG00000132563,0.8739736702941912,0.6281496844799437,Tissue enhanced,Detected in many
ENSG00000164620,0.8226419577096697,0.5226953580823164,Tissue enhanced,Detected in many
ENSG00000139890,0.9351121476095754,0.6067918878453791,Tissue enhanced,Detected in many
ENSG00000092871,0.7838259062572154,0.35660813937661606,Tissue enhanced,Detected in all
ENSG00000162944,0.8140278065988795,0.6205377226176931,Tissue enhanced,Detected in many
ENSG00000080298,0.779429598023804,0.3322226026559709,Tissue enhanced,Detected in all
ENSG00000181827,0.8109522148587379,0.30342114391076547,Tissue enhanced,Detected in all
ENSG00000182175,0.860320199405618,0.5339145597210118,Tissue enhanced,Detected in many
ENSG00000090104,0.8741067675493907,0.48451422309048464,Tissue enhanced,Detected in all
ENSG00000076344,0.8943606557377052,0.5614393926262327,Tissue enhanced,Detected in many
ENSG00000159788,0.8256654327516308,0.4196604257348997,Tissue enhanced,Detected in all
ENSG00000169220,0.9241507076538631,0.6258456253484208,Tissue enhanced,Detected in many
ENSG00000091844,0.8201600312256052,0.5309587590831073,Tissue enhanced,Detected in many
ENSG00000182732,0.8128940731399747,0.5667024811973715,Tissue enhanced,Detected in many
ENSG00000182901,0.9280151456477774,0.6929358922008984,Tissue enhanced,Detected in many
ENSG00000186479,0.8919403299773337,0.6143309969805033,Tissue enhanced,Detected in many
ENSG00000135824,0.9437781934206189,0.7748533724340179,Tissue enhanced,Detected in some
ENSG00000108370,0.9068034519807299,0.4614066230029994,Tissue enhanced,Detected in many
ENSG00000103269,0.865004233048565,0.5341604211423976,Tissue enhanced,Detected in many
ENSG00000141314,0.8891886283461299,0.5911084214773106,Tissue enhanced,Detected in many
ENSG00000167550,0.7890504175688218,0.46227781435154736,Tissue enhanced,Detected in many
ENSG00000116574,0.7746738039478085,0.41627785839193376,Tissue enhanced,Detected in all
ENSG00000128408,0.9732395791177657,0.7918208218960099,Tissue enhanced,Detected in some
ENSG00000060709,0.920202998230443,0.7068950073339231,Tissue enhanced,Detected in many
ENSG00000177181,0.8544980017943071,0.5683188429349151,Tissue enhanced,Detected in many
ENSG00000176406,0.9254756023226721,0.6583650146834519,Tissue enhanced,Detected in many
ENSG00000101098,0.8621022179363547,0.6626728110599074,Tissue enhanced,Detected in many
ENSG00000203877,0.8759282611741628,0.62769688681522,Tissue enhanced,Detected in many
ENSG00000172602,0.926909868463682,0.5797692181915863,Tissue enhanced,Detected in many
ENSG00000108830,0.8424452878946946,0.6401818072902625,Tissue enhanced,Detected in many
ENSG00000151692,0.7659881102504055,0.44116500348108567,Tissue enhanced,Detected in all
ENSG00000141576,0.8736574335782928,0.588576599595444,Tissue enhanced,Detected in many
ENSG00000141622,0.8996904734609655,0.5621553964129538,Tissue enhanced,Detected in many
ENSG00000145428,0.8144603430304177,0.5534203236402717,Tissue enhanced,Detected in many
ENSG00000180537,0.8326192250372578,0.6119467652011839,Tissue enhanced,Detected in many
ENSG00000212864,0.8477922699533326,0.5201011927928751,Tissue enhanced,Detected in many
ENSG00000187147,0.7828582852573258,0.4608540082923389,Tissue enhanced,Detected in all
ENSG00000135119,0.8149882903981261,0.4948487121780447,Tissue enhanced,Detected in many
ENSG00000185008,0.8611268136423589,0.5608884017120783,Tissue enhanced,Detected in many
ENSG00000067836,0.7505235791146094,0.41712704761821295,Tissue enhanced,Detected in all
ENSG00000198963,0.8931424613253292,0.5931845925138082,Tissue enhanced,Detected in many
ENSG00000235376,0.8257142857142857,0.6412918108419838,Tissue enhanced,Detected in some
ENSG00000089169,0.9197938012295083,0.670752830733371,Tissue enhanced,Detected in many
ENSG00000177519,0.8240137734860391,0.6369398769925945,Tissue enhanced,Detected in many
ENSG00000198208,0.8127429440594897,0.4705349573908,Tissue enhanced,Detected in many
ENSG00000160188,0.9390662448470903,0.6781832142885709,Tissue enhanced,Detected in many
ENSG00000111834,0.934517557879355,0.7350718744939997,Tissue enhanced,Detected in many
ENSG00000147655,0.8670309653916211,0.6623655913978497,Tissue enhanced,Detected in many
ENSG00000101282,0.9047306791569087,0.63598722667244,Tissue enhanced,Detected in many
ENSG00000133318,0.8076290874024723,0.46415902306372847,Tissue enhanced,Detected in all
ENSG00000040608,0.9249950622160767,0.6364388909220822,Tissue enhanced,Detected in many
ENSG00000185924,0.8472776692431837,0.544231298909609,Tissue enhanced,Detected in many
ENSG00000175077,0.9614545454545457,0.9022043600048715,Tissue enhanced,Detected in some
ENSG00000018189,0.7607007072482724,0.44132740555832073,Tissue enhanced,Detected in all
ENSG00000105784,0.8617552978808474,0.5783201618116225,Tissue enhanced,Detected in many
ENSG00000171509,0.9147873845385702,0.7001268130300384,Tissue enhanced,Detected in many
ENSG00000133105,0.977718771646271,0.8652864708714492,Tissue enhanced,Detected in some
ENSG00000180739,0.900661025912216,0.6849992998592347,Tissue enhanced,Detected in many
ENSG00000103449,0.8066086065573771,0.6364685493717752,Tissue enhanced,Detected in many
ENSG00000165821,0.8311475409836067,0.4924429853776129,Tissue enhanced,Detected in many
ENSG00000256463,0.8336630864895425,0.6173564852930171,Tissue enhanced,Detected in some
ENSG00000130590,0.8139950245582698,0.3831064526295458,Tissue enhanced,Detected in many
ENSG00000186193,0.7553506375227688,0.52636354683961,Tissue enhanced,Detected in many
ENSG00000198794,0.8960429621254948,0.6440072324328145,Tissue enhanced,Detected in many
ENSG00000214279,0.8113839285714285,0.629871977240398,Tissue enhanced,Detected in some
ENSG00000166922,0.8496462005010328,0.6970301154624452,Tissue enhanced,Detected in many
ENSG00000079689,0.9348026968753211,0.7861144187053473,Tissue enhanced,Detected in many
ENSG00000006747,0.8524233784746974,0.6292285688244492,Tissue enhanced,Detected in many
ENSG00000177098,0.8709691947396867,0.5930478825962298,Tissue enhanced,Detected in many
ENSG00000164106,0.8139295180131539,0.5870537634408606,Tissue enhanced,Detected in many
ENSG00000136193,0.7719536389265947,0.44093370630141515,Tissue enhanced,Detected in all
ENSG00000065665,0.7712747736726204,0.4114947932431301,Tissue enhanced,Detected in all
ENSG00000138593,0.7404330249745791,0.3352916619556616,Tissue enhanced,Detected in all
ENSG00000187764,0.8848020082349876,0.5088177796455631,Tissue enhanced,Detected in all
ENSG00000082684,0.8038813886210223,0.5325142261175051,Tissue enhanced,Detected in many
ENSG00000092421,0.7668185837698115,0.5106032231688338,Tissue enhanced,Detected in many
ENSG00000167680,0.832779242615308,0.5354402336276056,Tissue enhanced,Detected in many
ENSG00000138623,0.8532786885245905,0.6064762282139491,Tissue enhanced,Detected in many
ENSG00000108387,0.7992840838348203,0.660568338022379,Tissue enhanced,Detected in many
ENSG00000184702,0.8607126593806922,0.6314422755597493,Tissue enhanced,Detected in all
ENSG00000151778,0.858178595883514,0.6099221470337033,Tissue enhanced,Detected in many
ENSG00000180440,0.8637062974163084,0.7240130915286151,Tissue enhanced,Detected in many
ENSG00000174938,0.8285856759957613,0.6191075233129557,Tissue enhanced,Detected in many
ENSG00000198089,0.7680810028929607,0.3070090823676792,Tissue enhanced,Detected in all
ENSG00000198879,0.8004543500951684,0.4002724095866159,Tissue enhanced,Detected in all
ENSG00000144040,0.7570220319515502,0.43923042958807335,Tissue enhanced,Detected in all
ENSG00000118473,0.80556927913766,0.5348007751831443,Tissue enhanced,Detected in many
ENSG00000101049,0.8592092574734812,0.6838597819633623,Tissue enhanced,Detected in many
ENSG00000167524,0.8562079044351252,0.5498266177016291,Tissue enhanced,Detected in many
ENSG00000167037,0.8019434760032633,0.5448890327043885,Tissue enhanced,Detected in many
ENSG00000197860,0.849807135969142,0.41226677870625394,Tissue enhanced,Detected in many
ENSG00000162105,0.8419835385347934,0.5980700518343316,Tissue enhanced,Detected in many
ENSG00000251322,0.8584294677190855,0.5726168089107482,Tissue enhanced,Detected in many
ENSG00000148082,0.9129886506935686,0.6785121077017222,Tissue enhanced,Detected in many
ENSG00000185634,0.8292402883204693,0.6574862018163028,Tissue enhanced,Detected in many
ENSG00000188803,0.8753659250585482,0.662981067010395,Tissue enhanced,Detected in many
ENSG00000237515,0.8782002092779909,0.5801810750517007,Tissue enhanced,Detected in many
ENSG00000145642,0.9694532125038182,0.9009516478902806,Tissue enhanced,Detected in some
ENSG00000185960,0.925816723670244,0.6137012768817205,Tissue enhanced,Detected in some
ENSG00000158352,0.7963129766408453,0.48461470756502245,Tissue enhanced,Detected in all
ENSG00000187164,0.7964118187533246,0.5869138201235298,Tissue enhanced,Detected in many
ENSG00000215475,0.8574604056682409,0.5991709903000226,Tissue enhanced,Detected in some
ENSG00000198053,0.8090590353453991,0.42852877867547345,Tissue enhanced,Detected in all
ENSG00000068903,0.8272731385826533,0.43395071255852247,Tissue enhanced,Detected in all
ENSG00000157933,0.7922071751009742,0.3359064119569528,Tissue enhanced,Detected in all
ENSG00000145248,0.8965487489214844,0.7187463712580413,Tissue enhanced,Detected in many
